id,text
1634,"Good Morning, I'd like to get some information on the public pls"
1635,What is the exchange rate for the US dollar?
1636,I would like to know when the aftershocks will end
1637,When will these earthquakes stop?
1638,I would like to receive information.
1639,"I need some information, radio but no battery ( translator's interpertation - could mean i don't have a lot )"
1640,I'd like to know how things r going? 
1641,I m hungry I haven t recieve anything to eat. 
1642,I would like some information on the earthquake.
1643,"Hello I am a student of The school of Sorbonne, the school has colapsed and I'm wounded, my home is also destroyed and we haven't found anything salvageable. We need help, please send help."
1644,I would like to know if the earthquake will come again
1645,Please I am in Mariani. I ' m waiting for you Thank You
1646,What is the risk assessment for people in The Plain. Please answer me. I feel had SMS before and didn't get year answer.
1647,I am with someone who was it in the head. They pass out from time to time. Where can I find a neurologist?
1648,Is that there world who go to U. s. a and who have tomoin that American Are there people who are going to US and that have witness that is american 
1649,I would like to knwo where I can find work?
1650,"We are on Delmas 105, route des freres, Hecto intersection. We don't have water or food."
1651,What should we do if we're the victims?
1652,"please we need water, food and tents, we have 101 chlidren. .. please come rescue"
1653,Good day. . I'd like to get the news.
1654,How can I go to the Dominican Republic?
1655,I would like to know where Haitians can go without visa
1656,"Good Day, I would like information about people who are leaving the country. If someone is naturalized, can they help"
1657,We are an organization named UCPLC that has been in existence for one year.
1658,"Hello, I would like to have importain on what has happening. Thanks You"
1659,"Hello, please if I know someone in Canada but I don't have ID, can I go to Canada?"
1660,"I need to get to Cap Haitien, can I go?"
1662,I need to know what's going on
1663,Is there anyone that has a ride going to St Domingo? 
1664,Do you have a tent where people can go and find work in town and in the suburbs?
1665,Please come help us in Betin Titus Extended
1666,How do I find a visa to Florida?
1668,i would like to know when the US ambassy will start working so i could take a rendezvous for a us residence
1669,When will the eachivey open? How much time will it take?
1670,At what time and where will the help will be found in the crossroads.
1671,"We are 16 families with over 27 children. We need water, food and a tent please."
1672,Message received ( the French and kreole mean the same ).
1673,I'm a police officer and I have lost my wife along with 5 other people. I live in Diquini near the port of Carrefour. I have not received any assistance yet. I await your response. 
1674,I am greeting you in the name of the lord. This morning I have a question I would like to ask if it doesn't bother you and a few more I would like clarified. Is it possible ? and birthday of? 
1675,Who is next to us that could receive a PREGNANT WOMAN needing medical help? 
1676,Please fowrd this sms because we have a comitee who's willing to speak for us.
1677,"Hello, Digiciel is he the best network in the country. I am aware that you are doing a lot for us in our time of need. Thank you Digiciel. Can you put a little money for me "
1678,"i have a problem, becaue i can't find food to eat and my phone card is finished i cant call family abroard."
1679,I'd like some information about traveling to the United State please.
1680,I'd like some information about Haiti.
1681,i would like more information on the trip to Santo Domingo
1682,"Hello. We are here in the Area Williamson. We need help. We have a famine and it is more than we can take. We need food, we need water. We are eating whatever we can find."
1683,"I would like to have some information, please."
1684,i need all the name of american superstar who did telethon for Haiti
1685,I would like more information on the earthquake.
1686,"I have many family members who were victims of the earthquake in PAP on Jan. 12. We need food at St. Marc, Path 9."
1687,"We are starving to death without anything. PLEASE bring to us water, food, tents, temporary home, sheets, MEDICAL PRODUCTS and electricity. We are in Lilavwa 17"
1688,hello i would like to know more information about the 2 earthquakes
1689,when ca we sleep in our houses
1690,Hello I would like to know wether someone I know in Santo Domingo is still alive
1691,"People are supposed to leave on January 26th. If all my family died in the earthquake but I have a cousin in France, will they give me a chance to go and join him if the only passport I have. .."
